N5;Forme en 〜ます;Forme en 〜ます : forme polie des verbes;Forme standard pour s’adresser de manière polie. Change selon le groupe verbal :\n・Godan : remplacer う final par います\n・Ichidan : remplacer る par ます\n・Irréguliers : voir liste (する → します, くる → きます…);Selon le groupe verbal\nGodan : う → います\nIchidan : る → ます\nIrréguliers : する → します / くる → きます;１０分間待ちました。\nJ’ai attendu 10 minutes。\n昨日お金を貸しませんでしたか。\nJe ne t’ai pas prêté de l’argent hier？
N5;〜ないでください;Verbe en 〜ないで + ください : interdiction polie;Formule polie pour dire « ne fais pas ~ ». S’utilise pour interdire une action de façon respectueuse.;Verbe à la forme négative neutre (〜ない) + でください;この書類に書かないでください。\nVeuillez ne pas écrire sur ce document。\n部屋にはノックなしで入らないでください。\nNe rentrez pas sans frapper。
N5;Forme neutre (〜る, 〜う);Forme neutre : dictionnaire / informel;Forme de base utilisée dans le dictionnaire et les structures informelles. Change selon le groupe verbal. Permet la construction de toutes les autres formes.;Verbe neutre selon le groupe\nGodan : terminaison en う-line\nIchidan : terminaison en いる / える\nIrréguliers : する / くる;彼女は遠くまで行かなかった。\nElle n’est pas allée loin。\n彼はめったに父に手紙を書かない。\nIl n’écrit que rarement à son père。
N5;〜たい;Verbe en 〜たい : vouloir faire quelque chose;Exprime un désir personnel. Ne s’emploie pas pour parler directement du désir d’autrui (utiliser がる). Se conjugue comme un adjectif en い.;Verbe en ます sans ます + たい\nConjugaison : たい / たくない / たかった / たくなかった;別なのを買いたい。\nJe veux en acheter un autre。\n私はもう食べたくないです。\nJe ne veux plus en manger。\n七時の電車に乗りたければ、明日早く起きましょう。\nSi tu veux prendre le train de 7h, lève-toi tôt demain。
N5;〜て (forme en て);Verbe en 〜て : forme connective verbale;Permet de relier les actions, formuler des requêtes, exprimer la progression, la causalité… Très fréquente.\nLes terminaisons changent selon le groupe verbal.;Selon les terminaisons :\n・う/つ/る → って\n・む/ぶ/ぬ → んで\n・す → して\n・く → いて / ぐ → いで\n・Ichidan : て\n・Irréguliers : する → して / くる → きて / 行く → いって;川で泳いでいる子供たちが何人かいる。\nIl y a quelques enfants qui nagent dans la rivière。
N5;が;が : particule du sujet / contraste / conjonction;Marque le sujet grammatical de la phrase. Peut aussi introduire une nouvelle information, exprimer un contraste (mais), ou marquer le sujet d’une proposition relative.;Nom + が / Verbe neutre + が;私は母が書いた手紙を読みました。\nJ’ai lu la lettre que ma mère avait écrite。\n私は犬が好きだが、妹は猫が好きだ。\nJ’aime les chiens, mais ma sœur préfère les chats。\n電車が止まりました。\nLe train s’est arrêté。
N5;は;は : particule de thème / contraste;Indique le thème de la phrase (ce dont on parle). Peut aussi marquer un contraste implicite entre deux éléments.;Nom + は;彼女はテレビを見ています。\nElle regarde la télévision。\n田中先生は私たちの英語の先生です。\nM. Tanaka est notre professeur d’anglais。
N5;〜てはいけません;Verbe -て + はいけません : interdiction stricte;Exprime une interdiction formelle. Peut être adoucie ou renforcée selon le registre (ex. : ちゃだめ, てはなりません…).;Verbe en 〜て + はいけません / ちゃだめ / てはならない;歩道で自転車に乗ってはいけません。\nIl est interdit de rouler à vélo sur le trottoir。\nこの薬を飲まなくてはいけません。\nTu dois prendre ce médicament。
N5;〜ほうがいい;〜た / 〜ない + ほうがいい : il vaut mieux ~ / tu devrais ~;Exprime un conseil ou une préférence. Peut être utilisé avec un verbe affirmatif ou négatif.;Verbe en 〜た / 〜ない + ほうがいい;彼女に電話したほうがいい。\nTu devrais l’appeler。\n事故のことはお父さんに言わないほうがいいよ。\nTu ferais mieux de ne pas parler de l’accident à ton père。
N5;か;か : particule interrogative / énumérative;Utilisée en fin de phrase pour poser une question, ou entre deux noms pour exprimer un choix (ou).;Phrase + か / Nom + か + Nom;玉ねぎか大蒜かじゃが芋。\nOignon, ail ou pommes de terre。\nこの穿山甲は親切ですか。\nCe pangolin est-il gentil？
N5;から / まで;から・まで : depuis / jusqu’à;・から indique un point de départ dans l’espace ou le temps : depuis ~\n・まで indique un point d’arrivée : jusqu’à ~\nSouvent utilisés ensemble pour exprimer une durée ou un trajet complet;Nom + から / Nom + まで;雪は月曜日から金曜日まで降った。\nIl a neigé de lundi à vendredi。\n朝から晩まで。\nDu matin au soir。\n空港まで送るよ。\nJe t’emmène jusqu’à l’aéroport。
N5;から / ので;から・ので : parce que / comme;・から exprime une cause factuelle ou personnelle\n・ので est plus poli et objectif\nので n’est pas compatible avec des phrases exprimant un souhait, une suggestion ou une opinion personnelle forte;Phrase (neutre) + から / ので;彼は本を読んでいるからそっとしておこう。\nComme il lit un livre, laissons-le tranquille。\n彼は病気なので顔色が悪い。\nIl est malade, donc il a mauvaise mine。\n貧しいので買えない。\nJe ne peux pas l’acheter car je suis pauvre。
N5;〜ことができる;〜ことができる : pouvoir faire quelque chose (capacité);Exprime la capacité ou possibilité de faire une action. Variante neutre et formelle de la forme potentielle (~られる).;Verbe neutre + ことができる;質問にちゃんと答えることができませんでした。\nJe n’ai pas pu répondre correctement à la question。\n彼は英語を話すことができますか。\nPeut-il parler anglais？
N5;〜まえに;〜前に : avant de ~;Exprime qu’une action a lieu avant une autre. Souvent utilisée pour exprimer une précaution ou une séquence logique.;Verbe neutre + 前に\nNom + の前に;彼女は食事の前に汚れた手を洗った。\nElle a lavé ses mains sales avant le repas。\n彼は答える前にためらった。\nIl a hésité avant de répondre。
N5;も;も : aussi / non plus / également;Exprime la répétition, la similarité ou l’ajout (affirmatif ou négatif). Peut remplacer は ou が selon le cas, et se combiner avec に, で, から…;Nom + も;私も１７歳です。\nMoi aussi j’ai 17 ans。\nあなたが行かないなら私も行きません。\nSi tu n’y vas pas, moi non plus。\n私にも同じものをください。\nDonnez-moi la même chose, s’il vous plaît。
N5;もう / まだ;もう・まだ : déjà / ne ~ plus / encore / pas encore;Deux adverbes très utilisés qui changent de sens selon l'affirmation ou la négation du verbe :\n・もう + verbe affirmatif : déjà\n・もう + verbe négatif : ne ~ plus\n・まだ + verbe affirmatif : encore\n・まだ + verbe négatif : pas encore;もう / まだ + verbe (affirmatif ou négatif);宿題はもう終わりましたか。\nAs-tu déjà fini tes devoirs？\nもう彼に会わない。\nJe ne le verrai plus。\n私の腕はまだ痛む。\nMon bras me fait encore mal。\n彼はまだ来ない。\nIl n'est pas encore venu。
N5;〜てもいいです;Verbe -て + もいいです : demander ou donner la permission;Exprime l’autorisation de faire quelque chose. Peut aussi exprimer qu’on peut **ne pas faire** une action (en forme négative). Niveau de politesse ajustable (ex. : もよろしいです).;Verbe en 〜て + もいいです (ou forme négative en なくて + もいいです);入ってもいいですか。\nPuis-je entrer？\n窓を開けてもかまわないでしょうか。\nPuis-je ouvrir la fenêtre？\n一生懸命勉強しなくてもいいです。\nTu peux ne pas travailler aussi dur。
N5;もっとも / いちばん / 最;最も・一番・最〜 : le plus ~ (superlatif);Permettent d’exprimer un degré maximal. 最も est plus formel que 一番. Certains mots sont déjà des superlatifs préfabriqués avec 最 (最高, 最悪…).;最も / 一番 + adjectif\n最 + adjectif + の + nom;パリは世界で最も美しい街である。\nParis est la plus belle ville du monde。\n太陽は一番明るい星だ。\nLe Soleil est l’étoile la plus brillante。\n日曜日が一週間の最初の日です。\nDimanche est le premier jour de la semaine。
N5;など;など : etc., entre autres, par exemple;Permet de donner une énumération non exhaustive ou de minimiser des exemples. Se traduit par « entre autres », « etc. », « comme par exemple ».;Nom + など;事故などはなにもありませんでした。\nJe n’ai eu aucun accident ou autre chose de ce genre。\n２、４、６などは偶数です。\n2, 4, 6, etc. sont des nombres pairs。\n学生、教師、事務員などがいた。\nIl y avait des étudiants, des professeurs, des employés, etc。
N5;〜なければなりません;〜なければなりません : il faut que ~ / devoir ~;Exprime une obligation forte. Formel et utilisé dans les consignes, les règles. Des formes plus familières existent (なきゃ, なくちゃ).;Verbe en forme négative 〜ない → remplacer ない par なければなりません (ou variantes);早く寝なければいけない。\nIl faut se coucher tôt。\n帰らなきゃ。\nJe dois rentrer。\n道を渡るときは注意しなければなりません。\nIl faut faire attention en traversant la rue。
N5;〜なる;〜なる : devenir / changer d’état;Exprime une transformation progressive ou un changement d’état (physique, social, temporel…). Se conjugue comme un verbe godan.;Nom + に + なる\nAdj. en -な : な → に + なる\nAdj. en -い : い → く + なる;大きくなったら英語の先生になりたい。\nQuand je serai grand, je veux devenir prof d’anglais。\n年を取れば取るほど言語の習得は難しくなる。\nPlus on vieillit, plus c’est dur d’apprendre une langue。
N5;〜ね;〜ね : particule de confirmation, nuance douce;Particule de fin de phrase qui invite l’accord ou adoucit le propos. Peut aussi servir à attirer l’attention (au début d’une phrase).;Phrase + ね;よい天気ですね。\nIl fait beau, n’est-ce pas。\n明日来てね。\nViens demain, ok？\nね、いま何時？\nHé, il est quelle heure？
N5;に;に : particule de lieu, de direction, de destinataire;Utilisée pour marquer : lieu d’existence / direction / moment précis / destinataire / complément indirect. Très polyvalente !;Nom + に;彼女に言うな。\nNe le dis pas à elle。\n６時半に目を覚まします。\nJe me réveille à 6h30。\n猿は木に登る。\nLes singes grimpent aux arbres。
N5;〜の;〜の : possession / complément du nom / interrogation douce;Particule de liaison très utilisée :\n・Possession (comme 'de')\n・Complément du nom\n・Version adoucie d’une question informelle (surtout à l’oral);Nom / adj. + の + nom\nPhrase + の;私のです。\nC’est à moi。\n何時に来るの？\nTu viens à quelle heure？\n沢山の人がいた。\nIl y avait beaucoup de monde。
N5;〜のです / 〜んです;〜のです・〜んです : nuance explicative ou émotionnelle;Ajoute une valeur explicative, un sentiment ou une politesse. Très utilisé pour justifier un fait ou montrer son implication personnelle. Oral : 〜んです。;Phrase neutre + のです / んです;教師になったのです。\nC’est parce que j’aime les enfants que je suis devenu prof。\n働かれているんですか？\nVous travaillez ici, n’est-ce pas？
N5;〜と;〜と : et / avec / si (conditionnel) / citation;Particule ultra-polyvalente qui sert à :\n1. Relier deux noms de façon exhaustive (et)\n2. Exprimer un accompagnement (avec)\n3. Introduire une citation (pensée ou parole)\n4. Exprimer une condition logique (si ~, alors ~);Nom + と + nom / Phrase + と + verbe;猫と犬を飼っている。\nNous avons un chat et un chien。\n彼女と結婚することに決めた。\nIl a décidé de se marier avec elle。\nこのボタンを押すと機械が作動します。\nSi tu appuies sur ce bouton, la machine démarre。
N5;〜という;〜という : appelé ~ / qui s’appelle ~;Permet de définir ou renommer quelque chose avec un mot ou nom. Très courant pour introduire des titres ou termes spécifiques.;Nom + という + nom;P.S.という文字は何を表していますか。\nQue signifie P.S. ?\n佐藤さんという人があなたを待っています。\nUne personne nommée M. Satō vous attend。
N5;〜と思います / どう思います;〜と思います / どう思います : je pense que ~ / qu’en penses-tu ?;・〜と思います : pour donner son avis\n・〜についてどう思いますか : pour demander l’avis de l’autre;Phrase neutre + と思います\nNom + (について) + どう思いますか;列車はすぐに来ると思います。\nJe pense que le train va bientôt arriver。\n日本の経済についてどう思いますか。\nQue penses-tu de l’économie japonaise？
N5;〜つもりです;〜つもりです : avoir l’intention de ~;Permet d’exprimer l’intention ou le projet de faire quelque chose. Se conjugue avec です pour rester poli.;Verbe neutre + つもりです;来週海へ行くつもりです。\nJ’ai l’intention d’aller à la mer la semaine prochaine。\n私は成功するつもりだった。\nJ’avais l’intention de réussir。
N5;〜たことがある;Verbe -た + ことがある : avoir déjà fait ~;Exprime une expérience vécue au moins une fois. Ne précise pas quand exactement.;Verbe en 〜た + ことがある;野球をしたことがありますか。\nAs-tu déjà joué au baseball？\n香港は一度行ったことがあります。\nJe suis déjà allé une fois à Hong Kong。
