N4;〜やすい / 〜にくい;Base verbale + やすい / にくい : facile ou difficile de faire une action;Exprime la facilité (やすい) ou la difficulté (にくい) à réaliser une action. Ces deux formes se conjuguent comme des adjectifs en -い.;Verbe à la forme en ます sans ます + やすい / にくい;この薬は飲みにくい。\nCe médicament est dur à boire。\nこのカメラは使いやすい。\nCet appareil photo est facile à utiliser。\nこの歌は覚えやすい。\nCette chanson est facile à retenir。
N4;〜べき;Verbe + べき : devoir faire quelque chose (obligation morale);Exprime une obligation morale ou ce qu’il conviendrait de faire. Plus fort que はず. Ne s’utilise pas au négatif — préférer alors ほうがいい.;Verbe forme neutre affirmative + べき\nする devient すべき\nNom / adj. nominal + であるべき;両親には従うべきだ。\nTu dois obéir à tes parents。\n校則は順守すべきだ。\nTu dois respecter le règlement de l’école。\n約束をしたら守るべきだ。\nSi on fait une promesse, il faut la tenir。
N4;〜なら(ば);Conditionnel avec なら(ば) : conditionnel contextuel;Exprime ce qui se produira dans un certain contexte. Peut être utilisé pour répondre à une information donnée ou faire une suggestion.;Verbe neutre / Nom / adj. en -な + なら(ば);必要ならば手伝わせて下さい。\nLaisse-moi t’aider si c’est nécessaire。\n明日ならどうですか。\nÀ propos de demain, qu’en diriez-vous？
N4;〜と;Conditionnel avec と : conditionnel logique / conséquence automatique;Exprime une conséquence naturelle, une action automatique ou inévitable. Pas utilisé pour exprimer la volonté du locuteur.;Verbe forme neutre / Nom ou adj. en -な + だ + と;ボールを落とすと落ちる。\nSi je lâche la balle, elle tombera。\nこのボタンを押すと、ドアが開きます。\nSi tu presses ce bouton, la porte s’ouvre。
N4;〜ば;Conditionnel en 〜ば : conditionnel général;Exprime une condition générale, sans supposition ou subjectivité. Sert à exprimer “si ~ alors ~” dans un style neutre et factuel.;Verbe neutre : remplacer う final par えば\nAdj. en -い → ければ\nない → なければ;成功したければ一生懸命働かなければならない。\nSi tu veux réussir, il faudra travailler de toutes tes forces。\n早起きすれば間に合いますよ。\nSi tu te lèves tôt, tu y arriveras à temps。
N4;〜られる (forme potentielle);Verbe -られる : forme potentielle, exprimer la capacité;Permet d’exprimer qu’on est capable de faire quelque chose. Utilise が pour le COD, car on parle d’un état et non d’une action.;Verbe godan : remplacer la dernière syllabe par sa version en える\nVerbe ichidan : remplacer る final par られる\nする → できる / くる → こられる;あなたがいっしょに来られないと残念です。\nC’est dommage que vous ne puissiez venir。\n漢字が書けますか。\nPeux-tu écrire des kanji？\nそんなことはありえない。\nCe n’est pas possible。
N4;〜なさい;Verbe -なさい : impératif doux;Exprime une injonction polie, souvent utilisée par des figures d’autorité (parents, profs).;Verbe à la forme en ます → on remplace ます par なさい;朝１５分早く起きなさい。\nVeuillez vous lever 15 minutes plus tôt。\n老人に親切にしなさい。\nSoyez gentil avec les personnes âgées。
N4;〜おう / 〜よう / 〜ましょう;Forme conjecturale / volitive : allons ~, faisons ~, probablement ~;Exprime une décision, une suggestion ou une supposition. Peut se traduire par “faisons ~” ou “probablement ~”.\n〜ましょう est plus poli que 〜おう/よう.;Verbe godan : remplacer う final par おう\nVerbe ichidan : remplacer る par よう\nする → しよう / くる → こよう\nPoli : forme en ます → remplacer ます par ましょう;その犬をスキッパーと呼ぼう。\nAppelons ce chien Skipper。\n冷たいビールでも飲みながら話しましょう。\nDiscutons en buvant une bière fraîche。\n予定表を見ましょう。\nRegardons l’emploi du temps。
N4;〜させられる (forme causative passive);Verbe -させられる : se faire contraindre de faire quelque chose;Indique qu’on est obligé ou forcé de faire une action, souvent contre sa volonté. Marque une contrainte.;Verbe godan : transformer う final → あせられる\nVerbe ichidan : る → させられる;彼はそうさせられました。\nIl a été contraint de faire comme cela。
N4;〜ないで / 〜ずに;Verbe -ないで / -ずに : faire quelque chose sans faire autre chose;Exprime qu’une action est réalisée sans en faire une autre. ずに est plus formel que ないで.;Verbe forme négative neutre + で / ずに\nする → せずに;テキストを見ないで答えてください。\nRéponds sans regarder le texte。\n彼女は一言も言わずに部屋から出た。\nElle a quitté la pièce sans dire un mot。
N4;〜がる;がる : exprimer le désir ou l’émotion de quelqu’un d’autre;Permet d’exprimer ce que quelqu’un ressent (émotion ou envie), vu de l’extérieur. S’utilise souvent avec des verbes en 〜たい ou des adjectifs émotionnels.;Adj. en -い : remplacer い par がる\nVerbe en たい : remplacer い par がる;彼は君が持っているような時計を欲しがっている。\nIl veut la même montre que toi。\nみんなが彼女のそばに座りたがる。\nTout le monde veut s’asseoir à côté d’elle。\n私の子供は何でも知りたがる。\nMon enfant veut tout connaître。\n彼女は吠える犬を怖がる。\nElle a peur des chiens qui aboient。
N4;〜はず;はず : exprimer une supposition forte ou une attente logique;Permet d’exprimer que quelque chose est censé être vrai ou se produire selon la logique ou la situation. Peut être utilisé avec 〜はずがない pour dire qu’il est impossible que ~.;Verbe forme neutre + はず\nNom + の + はず\nVerbe forme neutre + はずがない / はずはない;彼はきっと試合に勝つはずだ。\nIl va probablement gagner le match。\n今日は学校のはずではないの。\nTu n’es pas censé être à l’école aujourd’hui ?\n彼がそういったはずはない。\nIl ne peut pas avoir dit ça。\n彼は今ロンドンに住んでいるはずがない。\nIl ne peut pas vivre à Londres maintenant。
N4;〜ほしい;ほしい : vouloir quelque chose (objet);Exprime une envie ou un désir d’obtenir quelque chose (≠ faire une action). Ne s’emploie pas pour parler des désirs d’autrui directement.;Nom + が + ほしい\nConjugué comme un adjectif en 〜い;あなたは今何がほしいですか。\nQue veux-tu maintenant ?\nこの玩具がほしかったです。\nJe voulais ce jouet。\n彼女は自転車がほしくない。\nElle ne veut pas de vélo。
N4;〜かどうか;かどうか : si oui ou non;Permet d’indiquer une incertitude ou une alternative (oui/non). Utilisé avec des verbes comme 知る, 分かる ou 覚える.;Proposition + かどうか\nNom ou adj. en -な + である/だ + かどうか;それが本当であるかどうか分らない。\nJe ne sais pas si c’est vrai ou non。\n彼が来るかどうか知らない。\nJe ne sais pas s’il viendra。\n私の手荷物が東京で積み替えられてしまったかどうか知りたいのです。\nJ’aimerais savoir si mes bagages ont bien été transférés à Tokyo。
N4;けいご;けいご : langage poli japonais (敬語);Le keigo regroupe trois niveaux de langage :\n・丁寧語 : langage poli (〜ます)\n・尊敬語 : élève le statut de l’autre (ex : ご覧になる)\n・謙譲語 : abaisse son propre statut (ex : いただく)\nS’utilise selon le rapport social, professionnel ou hiérarchique.;・丁寧語 : forme en 〜ます\n・尊敬語 : お + forme ren’yōkei + に + なります\n・謙譲語 : お + forme ren’yōkei + します / いたします;先生、この論文を読まれましたか。\nProfesseur, avez-vous lu cet article ?\nもう少し召し上がりませんか。\nSouhaitez-vous manger un peu plus？\n先生のご意見を拝聴したいです。\nJe souhaiterais entendre l’avis du professeur。
N4;〜気になる / 気にする;気になる・気にする : être préoccupé / inquiet;気になる : être préoccupé, intrigué.\n気にする : s’inquiéter activement par peur ou gêne. Différence subtile entre émotion subie et attitude mentale.;Nom + が + 気になる\nNom + を + 気にする;学校の成績が気になる。\nJe suis préoccupé par mes notes。\n試験の結果を気にするな。\nNe t’inquiète pas des résultats de l’examen。
N4;〜ことにする / ことになる / ことを決める;〜ことにする・ことになる・ことを決める : décider de faire quelque chose;Exprime une décision ou un changement :\n・ことにする / ことを決める : décision personnelle\n・ことになる : décision décidée par d’autres ou contexte externe\n・ことになっている : habitude ou règlement établi;Verbe à la forme neutre + ことにする / ことになる / ことを決める;弁護士に相談することにした。\nJ’ai décidé de consulter un avocat。\n来週東京に行くことになっています。\nIl a été décidé que j’irai à Tokyo la semaine prochaine。
N4;〜によって / によると / によれば / の意見では;〜によって etc. : selon ~ / d’après ~ / en fonction de ~;・によって : selon, en fonction de / à cause de / par le biais de\n・によると / によれば : selon des informations rapportées\n・の意見では : selon l’avis personnel de quelqu’un;Nom + によって / によると / によれば / の意見では;天気予報によると、明日は雨だそうだ。\nSelon la météo, il pleuvra demain。\n私の意見では、彼はその仕事に適任だ。\nSelon moi, il est qualifié pour ce poste。
N4;〜のに;〜のに : malgré que ~ / pour ~;1. Exprime une concession (malgré que ~)\n2. Exprime un but ou un usage (pour ~)\nNuance selon la situation : surprise, insatisfaction ou objectif.;Verbe en forme neutre + のに;婚約しているのにキスを拒否された。\nBien qu’on soit fiancés, elle a refusé un baiser。\n列車に乗るのに十分な時間がある。\nOn a assez de temps pour prendre le train。
N4;〜らしい;〜らしい : on dirait que ~ / il semblerait que ~;Exprime une impression basée sur des ouï-dire ou l’apparence indirecte. Traduction : il paraît que ~, apparemment ~;Verbe, nom ou adjectif à la forme neutre + らしい;秘密が漏れたらしい。\nIl semblerait que le secret ait été divulgué。\n彼は病気だったらしい。\nD’après ce que j’ai entendu, il a été malade。
N4;〜し;〜し : énumérer des raisons ou états multiples;"Utilisé pour : (1) énumérer plusieurs faits ou états sans être exhaustif ; (2) donner plusieurs raisons justifiant une conclusion ou impression.";Nom / adj. な + だ + し\nAdj. en い + し\nVerbe forme neutre + し;ワット先生は熱心だし、真面目だし、経験もあります。\nLe professeur Watt est motivé, sérieux et expérimenté。\n駅から近いし、車でも来られるし、この店はとても便利です。\nCe magasin est pratique : proche de la gare, accessible en voiture…
N4;〜する (changement d’état);〜する : rendre quelque chose ~;Indique un changement d’état provoqué. Sert à transformer une qualité en action. Très utile avec les adjectifs.;Adj. en -い : remplacer い par く + する\nAdj. en -な : remplacer な par に + する;水泳は脚を強くする。\nLa natation renforce les jambes。\n太陽は地球を暖かく明るくする。\nLe Soleil rend la Terre chaude et lumineuse。
N4;〜ときに;〜ときに : quand ~ / lors de ~;Exprime un moment dans le temps où une action ou un état se produit. Traduit par ‘quand’, ‘lors de’, ‘au moment où’.;Verbe / adj. en -い + ときに\nNom + のときに\nAdj. en -な + なときに;火事の時には、ガラスを割って赤いボタンを押して下さい。\nEn cas d’incendie, cassez la vitre et appuyez sur le bouton rouge。\n暇な時にこの本を読んでください。\nLis ce livre quand tu auras du temps。
N4;〜たばかり;Verbe -た + ばかり : venir de faire quelque chose;Indique que l’action vient juste d’être accomplie. Synonyme de 〜たところだ avec nuance temporelle très récente.;Verbe en 〜た + ばかり;列車は今着いたばかりです。\nLe train vient d’arriver。\n父は帰国したばかりだ。\nMon père vient de rentrer de l’étranger。
N4;〜たらどうですか;Verbe -た + ら + どうですか : proposer une suggestion;Exprime une suggestion ou un conseil, souvent informel mais poli. Se traduit par “et si tu… ?”;Verbe en 〜た + ら + どうですか;それを電話帳で調べたらどうですか。\nPourquoi ne pas chercher ça dans l’annuaire ?\n少し休んだらどうですか。\nEt si tu faisais une petite pause？
N4;〜てあげる / さしあげる / やる;Verbe -て + あげる / さしあげる / やる : faire quelque chose pour quelqu’un;Exprime qu’on fait une action en faveur de quelqu’un d’autre.\n・あげる : neutre\n・さしあげる : poli envers personne de rang supérieur\n・やる : familier ou utilisé avec animaux/plantes/enfants;Verbe à la forme en 〜て + あげる / さしあげる / やる;待ってあげる。\nJe t’attendrai。\n解き方を教えてあげるよ。\nJe vais te montrer comment résoudre ça。\n彼に一言忠告して差し上げなさい。\nConseille-le, s’il te plaît。\n犬を散歩に連れて行ってやる。\nJe sors promener le chien。
N4;〜てある;Verbe -て + ある : décrire l’état laissé par une action intentionnelle;Montre qu’une action a été faite (volontairement) et que son résultat est encore visible. Utilisé avec verbes transitifs seulement.;Verbe en 〜て + ある;この本は初心者向けにやさしい英語で書いてある。\nCe livre est écrit en anglais simple pour débutants。\n車が駐車場にとめてある。\nLa voiture est garée dans le parking。\nこれらの席は高齢者のために取っておいてある。\nCes sièges sont réservés aux personnes âgées。
N4;〜てばかりいる;Verbe -て + ばかりいる : ne faire que ~;Exprime une habitude excessive ou une action répétée au point d’en négliger d’autres. Souvent utilisé avec une nuance négative ou critique.;Verbe à la forme en 〜て + ばかり + いる;彼は朝から晩まで働いてばかりいる。\nIl ne fait que travailler du matin au soir。\n彼は一日中テレビばかり見ていた。\nIl a passé la journée à ne regarder que la télé。
N4;〜ていただけませんか;Verbe -て + いただけませんか : demande polie (très formelle);Forme très respectueuse pour faire une requête. Se traduit par : « Auriez-vous la gentillesse de ~ ? » ou « Pourriez-vous ~ ? ».;Verbe à la forme en 〜て + いただけませんか;電話を貸していただけませんか。\nPuis-je emprunter votre téléphone ?\n世界地図を見せていただけませんか。\nPourriez-vous me montrer la carte du monde ?
N4;〜てくれませんか;Verbe -て + くれませんか : demande polie (amicale);Demande formulée avec politesse mais de façon moins formelle que いただけませんか. Utilisé dans des contextes quotidiens.;Verbe à la forme en 〜て + くれませんか;教えてくれませんか。\nPourriez-vous me dire cela ?\n窓を開けてくれませんか。\nPeux-tu ouvrir la fenêtre s’il te plaît？
N4;〜てくれる / くださる;Verbe -て + くれる / くださる : quelqu’un fait quelque chose pour nous;Exprime qu’une personne extérieure fait une action en faveur du locuteur ou de son entourage. \n・くれる : neutre/poli\n・くださる : très poli, rang supérieur;Verbe à la forme en 〜て + くれる / くださる;先生は用意が出来たら私たちを呼んで下さるでしょう。\nLe professeur nous appellera quand il sera prêt。\n友達は私に本を貸してくれました。\nUn ami m’a prêté un livre。\n手伝ってくれてありがとうございます。\nMerci beaucoup de m’avoir aidé。
N4;〜てみる;Verbe -て + みる : essayer quelque chose;Exprime une tentative pour voir le résultat. S’utilise pour inciter à tester ou expérimenter.;Verbe à la forme en 〜て + みる;新しい帽子を被ってみる。\nEssaie ce nouveau chapeau。\n船で世界一周をしてみたい。\nJ’aimerais tenter un tour du monde en bateau。
N4;〜ても;Verbe -て + も : même si ~;Exprime une concession. Se traduit par « même si ~, ~ ». S’emploie aussi avec les adjectifs.;Verbe à la forme en 〜て + も\nAdj. en い → くて + も\nAdj. en な → でも;雨が降っても行くつもりだ。\nJe compte y aller même s’il pleut。\n高くても、あの時計を買う。\nMême si c’est cher, j’achèterai cette montre。\n静かでも行きません。\nMême si c’est calme, je n’y vais pas。
N4;〜てもらう / いただく;Verbe -て + もらう / いただく : recevoir une action de quelqu’un;Exprime que le locuteur reçoit une action bénéfique de la part de quelqu’un.\n・もらう : neutre\n・いただく : très poli (keigo);Verbe à la forme en 〜て + もらう / いただく;友達に贈り物を買ってもらった。\nUn ami m’a acheté un cadeau。\n母に髪を切ってもらう。\nJe me fais couper les cheveux par ma mère。\n自己紹介をさせていただきます。\nPermettez-moi de me présenter。
N4;〜ておく;Verbe -て + おく : faire en avance / laisser tel quel;A deux sens :\n1. Faire quelque chose à l’avance, par anticipation (préparation)\n2. Laisser quelque chose dans un état intentionnellement;Verbe à la forme en 〜て + おく;とりあえず応急処置をしておきます。\nJe vous donnerai d’abord un traitement temporaire。\n彼は部屋を綺麗にしておく。\nIl garde sa chambre propre。
N4;〜てしまう;Verbe -て + しまう : faire complètement ~ / regretter d’avoir ~;A deux sens principaux :\n1. Exprime l’accomplissement total d’une action (jusqu’au bout)\n2. Exprime un regret ou une action involontaire, souvent inattendue\nÀ l’oral, peut se contracter en ちゃう / じゃう;Verbe à la forme en 〜て + しまう\n→ forme familière : 〜ちゃう / 〜じゃう;彼は失業してしまった。\nIl a perdu son emploi。\n木の葉はみんな落ちてしまった。\nToutes les feuilles sont tombées。\n学校に遅れちゃう！\nJe vais être en retard à l’école！
N4;〜てすみません;Verbe -て + すみません : être désolé de ~;Permet de s’excuser poliment pour une action. Plus poli que ごめん ou ごめんなさい. S’utilise aussi au passé (すみませんでした);Verbe à la forme en 〜て + すみません（でした）;あなたをこんなに長い間待たせてすみません。\nDésolé de t’avoir fait attendre si longtemps。\n電話するのを忘れてすみませんでした。\nJe suis désolé d’avoir oublié de t’appeler。
N4;〜てよかった;Verbe -て + よかった : être content que ~;Exprime un soulagement ou une satisfaction vis-à-vis d’une action passée. Littéralement : « C’est bien que j’aie ~ »;Verbe à la forme en 〜て + よかった;丸くおさまってよかった。\nJe suis content que cette affaire se soit réglée à l’amiable。\n私はあなたとお話してよかった。\nJe suis ravi d’avoir discuté avec toi。\n喜んでいただけてよかったです。\nJe suis heureux que tu aies apprécié。
N4;〜ようにする / ようになる;〜ようにする・ようになる : faire en sorte de ~ / en arriver à ~;・〜ようにする : faire un effort conscient pour faire ou ne pas faire quelque chose\n・〜ようになる : exprime un changement d’état ou d’habitude dans le temps;Verbe à la forme neutre + ようにする / ようになる;卵を割らないようにしてください。\nFais en sorte de ne pas casser les œufs。\n英語を話せるようになるだろう。\nTu finiras sûrement par savoir parler anglais。
N4;〜ということ;〜ということ : nominaliser une phrase ou exprimer une signification;Utilisé pour transformer une phrase entière en nom, souvent pour exprimer une définition, une règle ou une information factuelle.;Phrase neutre + ということ;試験は月曜日に行うということが決まりました。\nIl a été décidé que l’examen aura lieu lundi。\n「犬が好き」というのは、「動物が好き」ということです。\nDire qu’on aime les chiens, c’est dire qu’on aime les animaux。
N4;〜ことができる;Verbe + ことができる : pouvoir faire quelque chose (capacité ou permission);Exprime la capacité ou la possibilité de faire une action. C’est une alternative plus formelle et neutre à la forme potentielle (-られる).;Verbe à la forme neutre + ことができる;私は日本語を話すことができます。\nJe peux parler japonais。\nこの図書館では静かにすることができます。\nIl est possible de rester silencieux dans cette bibliothèque。
N4;〜ないでください;Verbe -ないで + ください : ne faites pas ~ s’il vous plaît;Formule de demande polie exprimant une interdiction ou une requête négative. L’équivalent de « ne fais pas ~ » en version polie.;Verbe à la forme négative neutre + で + ください;ここでタバコを吸わないでください。\nNe fumez pas ici, s’il vous plaît。\nドアを開けないでください。\nVeuillez ne pas ouvrir la porte。
N4;〜たことがある;Verbe -た + ことがある : avoir déjà fait quelque chose (expérience passée);Exprime une expérience vécue au moins une fois dans le passé. Traduction : « J’ai déjà ~ » ou « Il m’est arrivé de ~ ».;Verbe en forme passée (〜た) + ことがある;富士山に登ったことがある。\nJ’ai déjà gravi le Mont Fuji。\n寿司を食べたことがありますか。\nAs-tu déjà mangé des sushis？
N4;〜たり〜たりする;Verbe -た + り〜た + りする : faire des choses comme ~ et ~;Exprime une énumération non exhaustive d’actions. On donne des exemples représentatifs plutôt que toute la liste.;Verbe en forme passée (〜た) + り〜たり + する;週末は映画を見たり、買い物に行ったりします。\nLe week-end, je regarde des films et fais du shopping。\n日本では温泉に入ったり、お寺を見たりしました。\nAu Japon, je suis allé dans un onsen et j’ai visité des temples。
N4;〜ながら;Verbe -ながら : faire deux actions en simultané;Exprime deux actions faites en même temps. L’action en -ながら est généralement secondaire par rapport à l’autre.;Verbe à la forme en ます sans ます + ながら;音楽を聞きながら勉強する。\nJ’étudie en écoutant de la musique。\n彼は笑いながら話した。\nIl a parlé en riant。
N4;〜まえに;Verbe -る + 前に : avant de ~;Exprime qu’une action B se déroule **avant** l’action A. Souvent utilisé pour exprimer une précaution ou une séquence logique.;Verbe en forme neutre (présent) + 前に\nNom + の前に;寝る前に歯を磨きます。\nJe me brosse les dents avant de dormir。\n食事の前に手を洗ってください。\nLavez-vous les mains avant de manger。
N4;〜あとで;Verbe -た + あとで : après avoir ~;Exprime qu’une action se produit **après** une autre action terminée. Très courant pour décrire la succession des événements.;Verbe en 〜た + あとで\nNom + のあとで;宿題をしたあとでテレビを見ます。\nJe regarderai la télé après avoir fait mes devoirs。\n食事のあとで散歩しました。\nJ’ai fait une promenade après le repas。
N4;〜ほうがいい;Verbe + ほうがいい : il vaut mieux ~ / tu devrais ~;Exprime un conseil ou une recommandation. La forme au passé est souvent utilisée pour des suggestions affirmées.;Verbe en 〜た + ほうがいい (affirmatif)\nVerbe en 〜ない + ほうがいい (négatif);もっと練習したほうがいいですよ。\nTu devrais t’entraîner davantage。\n夜遅く食べないほうがいいです。\nIl vaut mieux ne pas manger tard le soir。
N4;〜すぎる;Verbe / Adj. + すぎる : trop ~ / excessivement ~;Exprime un excès : action, sensation, qualité. S’attache au verbe ou à l’adjectif pour signaler un degré trop élevé.;Verbe en ます sans ます + すぎる\nAdj. en -い : retirer い + すぎる\nAdj. en -な : retirer な + すぎる;食べすぎて気持ちが悪いです。\nJ’ai trop mangé, je ne me sens pas bien。\nこのズボンは長すぎる。\nCe pantalon est trop long。\n彼は静かすぎる。\nIl est beaucoup trop silencieux。
N4;〜や〜など;Nom + や + Nom + など : ~ et ~ (parmi d’autres);Exprime une énumération **non exhaustive** d’exemples (≠ と qui est exhaustif). Souvent accompagné de など pour signifier « etc. »;Nom + や + Nom + など;パンやチーズなどを買いました。\nJ’ai acheté du pain, du fromage, etc。\n猫や犬などの動物が好きです。\nJ’aime les animaux comme les chats et les chiens。
N4;〜でしょう / 〜だろう;〜でしょう / だろう : il est probable que ~ / je suppose que ~;Exprime une supposition ou une probabilité. \n・でしょう : forme polie\n・だろう : forme neutre/masculine. Peut aussi être utilisé pour chercher une approbation.;Phrase neutre + でしょう / だろう;明日は雨が降るでしょう。\nIl va probablement pleuvoir demain。\n彼はきっと来るだろう。\nIl viendra sans doute。\nそれは無理だろう？\nC’est impossible, non？
N4;〜くなる / 〜になる;〜くなる / になる : devenir ~ (changement d’état);Exprime une transformation progressive ou un changement d’état.\n・Adj. en -い → くなる\n・Adj. en -な / nom → になる;Adj. en -い → remplacer い par くなる\nAdj. en -な / nom → になる;寒くなりましたね。\nIl fait plus froid, n’est-ce pas。\n彼は有名になった。\nIl est devenu célèbre。
N4;〜にする / 〜ことにする;〜にする / ことにする : décider de ~ / faire en sorte que ~;・〜にする : faire un choix, décider\n・〜ことにする : décider d’un changement ou adopter une habitude;Nom + にする / Verbe en neutre + ことにする;飲み物はお茶にします。\nJe vais prendre du thé。\n明日から早起きすることにします。\nJ’ai décidé de me lever tôt à partir de demain。
N4;〜たほうがいい;Verbe -た + ほうがいい : tu ferais mieux de ~ / il vaut mieux ~;Exprime un conseil ou une recommandation directe. Très utilisé à l’oral. La forme négative est 〜ないほうがいい。;Verbe en 〜た + ほうがいい (affirmatif)\nVerbe en 〜ない + ほうがいい (négatif);早く寝たほうがいいですよ。\nTu devrais dormir tôt。\nそんなこと言わないほうがいい。\nIl vaut mieux ne pas dire ça。
N4;〜ないといけない / 〜なければならない;Il faut ~ / devoir faire ~ : obligation;Exprime une obligation forte. \n・〜ないといけない : plus courant, conversationnel\n・〜なければならない : plus formel, écrit;Verbe négatif en 〜ない\n→ 〜ないといけない / 〜なければならない;薬を飲まないといけません。\nJe dois prendre mes médicaments。\n明日までにこのレポートを提出しなければなりません。\nJe dois rendre ce rapport avant demain。
