N2;げ;〜げ : avoir l’air de ~ / sembler ~;"Peut se traduire par : sembler ~ / avoir l’air ~
Exprime un état émotionnel ou mental visible chez quelqu’un d’autre
Exclusivement utilisé avec certains adjectifs liés à l’émotion ou à l’attitude";"Adjectif en い sans le い final + げ
Adjectif en な sans le な final + げ";"彼女は悲しげに微笑んだ。
Elle a souri d’un air triste。
彼は楽しげに話していた。
Il parlait d’un air joyeux。";;;;
N2;はともかく;〜はともかく : sans tenir compte de ~ / en mettant de côté ~;"Peut se traduire par : sans tenir compte de ~, en faisant abstraction de ~
Met l’accent sur une partie de la phrase en délaissant provisoirement un autre aspect
Souvent utilisé pour signaler que l’on ne discute pas de A, mais que l’on veut se concentrer sur B";Nom + はともかく / はともかくとして;"この洋服は、デザインはともかく、色がよくない。
Peu importe le design de ce vêtement, la couleur est mauvaise。
この店のラーメンは味はともかく、値段は安い。
Même si le goût de ces ramen laisse à désirer, leur prix est abordable。";;;;
N2;はんめん;反面 / 半面 (はんめん) : d’un autre côté / en revanche;"Peut se traduire par : d’un autre côté, en revanche
Utilisé pour mettre en contraste deux qualités ou aspects opposés d’un même sujet";"Verbe à la forme neutre ou adjectif en い + 反面 / 半面
Adjectif en な + な ou である + 反面 / 半面
Nom + である + 反面 / 半面";"この薬はよく効く反面、副作用がある。
Ce médicament est efficace, mais a des effets secondaires。
彼の顔は怖そうに見える反面、声は優しい。
Son visage fait peur, mais sa voix est douce。";;;;
N2;ほど;〜ほど : plus ~, plus ~ / au point de ~;"Peut se traduire par : plus ~, alors plus ~ / au point de ~
1) Pour exprimer des comparaisons croissantes (plus X, plus Y)
2) Pour décrire un degré ou une intensité";"Verbe à la forme neutre + ほど
Adjectif en い ou en な + ほど
Nom + ほど";"相撲では、太っているほど有利だ。
En sumo, plus on est gros, plus on a l’avantage。
推理小説は複雑なほど面白い。
Plus un roman policier est complexe, plus il est intéressant。";;;;
N2;ほかない / ほかしかたがない;〜ほかない / 〜ほかしかたがない : ne pas avoir d’autre choix que de ~;"Peut se traduire par : il faut ~ / devoir ~ / pas d’autre choix que ~
Exprime une absence d’alternative : la situation impose l’action";"Verbe à la forme neutre + (より) + ほか(は)ない
Verbe à la forme neutre + ほかしかたがない";"この病気を治すためには、手術するほかしかたがないでしょう。
Pour soigner cette maladie, il n’y a probablement pas d’autre solution qu’une opération。
これだけ捜しても見つからないのだから、あきらめるよりほかない。
Puisque on a cherché partout sans succès, il ne reste plus qu’à abandonner。";;;;
N2;いがいの;〜以外の : autre que ~, excepté ~;"Peut se traduire par : excepté ~ / autre que ~
Exprime une exclusion — ce qui suit est exclu du reste";Nom A + 以外の + Nom B;"彼は英語以外の外国語は全く知らない。
Il ne connaît aucune langue étrangère autre que l’anglais。
日曜日以外の日は毎日働く。
Nous travaillons tous les jours, sauf le dimanche。";;;;
N2;いがいの;〜以外の : autre que ~, excepté ~;"Peut se traduire par : excepté ~ / autre que ~
Exprime une exclusion — ce qui suit est exclu du reste";Nom A + 以外の + Nom B;"彼は英語以外の外国語は全く知らない。
Il ne connaît aucune langue étrangère autre que l’anglais。
日曜日以外の日は毎日働く。
Nous travaillons tous les jours, sauf le dimanche。";;;;
N2;いっぽう / いっぽうでは;一方 / 一方では (いっぽう / いっぽうでは) : d’un côté ~, d’un autre côté ~;"Peut se traduire par : d’un côté ~, de l’autre côté ~ / bien que ~
Permet de présenter deux aspects contrastés d’un même sujet
Souvent utilisé pour structurer un discours équilibré ou nuancé";"Verbe à la forme neutre ou adjectif en い + 一方 / 一方では
Adjectif en な + な / である + 一方 / 一方では
Nom + である + 一方 / 一方では";"この仕事はあまり面白くないが、その一方で給与はよかった。
Ce travail n'était pas très intéressant, mais le salaire était bon。
それは値段が安いが、一方では品がよくない。
Le prix est bas, mais en revanche la qualité est médiocre。";;;;
N2;じょうは / じょうも / じょうの;〜上は / 上も / 上の (じょうは / じょうも / じょうの) : du point de vue de ~;"Peut se traduire par : du point de vue de ~ / sur le plan de ~
Exprime une perspective, une dimension ou un critère particulier
Souvent utilisé avec des mots sino-japonais comme 教育 (éducation), 経済 (économie), 法律 (loi), etc.";Nom + 上（は / も / の / である）;"この映画は教育上よくない。
D’un point de vue pédagogique, ce film n’est pas recommandable。
京都には歴史上有名なお寺が数多くある。
Kyôto compte de nombreux temples célèbres du point de vue historique。";;;;
N2;かとおもうと / かとおもったら;〜かと思うと / かと思ったら : aussitôt que ~, à peine ~;"Peut se traduire par : juste après ~, aussitôt que ~
Exprime qu’un événement se produit immédiatement après un autre de façon soudaine
Souvent suivi d’un changement brusque ou inattendu";Verbe à la forme passée (-た) + (か)と思うと / (か)と思ったら;"稲妻が光ったかと思うと雷が鳴った。
Aussitôt l’éclair apparu, le tonnerre gronda。
立ち上がったかと思ったら目まいがした。
À peine m’étais-je levé que j’ai eu la tête qui tournait。";;;;
N2;かぎり;〜かぎり : tant que ~ / dans la limite de ~;"Peut se traduire par : tant que ~ (condition) / pour autant que ~ (limite)
Deux usages :
1. Action qui se poursuit tant qu’une condition est vraie (かぎりは)
2. Observation ou action limitée à ce que l’on connaît ou peut faire (〜限り)";"1) Condition :
  Verbe à la forme neutre + かぎり(は)
  Nom + の / である + かぎり(は)
2) Limite :
  Verbe à la forme neutre + かぎり
  Nom + の + かぎり";"君がここにいるかぎり安全です。
Tu es en sécurité tant que tu restes ici。
私が知るかぎり、彼は結婚していない。
Pour autant que je sache, il n’est pas marié。
できるかぎり頑張る。
Je ferai de mon mieux dans la limite de ce que je peux。";;;;
N2;かぎりでは;限りでは (かぎりでは) : pour autant que ~, d’après ce que ~;"Peut se traduire par : pour autant que ~ / dans la limite de ~
Exprime une portée limitée de l’information — fondée sur ce qu’on a pu entendre, voir, lire ou observer soi-même
Souvent utilisé avec 知る, 聞く, 見る, 覚えている";Verbe à la forme neutre (présent ou passé) + 限りでは;"私が知る限りでは、彼は頼れる人だ。
Autant que je sache, c’est quelqu’un de fiable。
私の覚えている限りでは、この前会ったの est il y a trois ans。
D’après mes souvenirs, notre dernière rencontre remonte à trois ans。";;;;
N2;かぎりでは;限りでは (かぎりでは) : pour autant que ~, d’après ce que ~;"Peut se traduire par : pour autant que ~ / dans la limite de ~
Exprime une portée limitée de l’information — fondée sur ce qu’on a pu entendre, voir, lire ou observer soi-même
Souvent utilisé avec 知る, 聞く, 見る, 覚えている";Verbe à la forme neutre (présent ou passé) + 限りでは;"私が知る限りでは、彼は頼れる人だ。
Autant que je sache, c’est quelqu’un de fiable。
私の覚えている限りでは、この前会ったの est il y a trois ans。
D’après mes souvenirs, notre dernière rencontre remonte à trois ans。";;;;
N2;からいうと / からいえば / からいって;〜から言うと : du point de vue de ~ / en se basant sur ~;"Peut se traduire par : du point de vue de ~ / si l’on considère ~
Utilisé pour formuler une opinion fondée sur une perspective ou un critère particulier (légalité, logique, expérience, etc.)";Nom + から言うと / から言えば / から言って;"文学的な観点から言えば、彼の作品は失敗だ。
D’un point de vue littéraire, son œuvre est un échec。
私の経験から言うと、不眠が元で病気になることがよくある。
D’après mon expérience, l’insomnie peut souvent mener à la maladie。";;;;
N2;から見ると / から見ても / から見れば;〜から見ると : en regardant depuis ~ / du point de vue de ~;"Peut se traduire par : vu de ~ / d’après ~
Exprime une évaluation ou une interprétation fondée sur une perspective ou un point d’observation
Très proche de から言うと mais plus visuel/littéral";Nom + から見ると / から見ても / から見れば;"飛行機から見るとその島は巨大なクモのように見える。
Depuis un avion, l’île ressemble à une araignée géante。
健康の観点から見れば、東京はあまり良い場所ではない。
D’un point de vue sanitaire, Tokyo n’est pas un excellent endroit pour vivre。";;;;
N2;からには / からは;〜からには : maintenant que ~, du moment que ~;"Peut se traduire par : maintenant que ~, puisque ~
Exprime une obligation, une responsabilité ou une conséquence logique une fois qu’une condition est remplie";"Nom ou adjectif en な + である + からには / からは
Verbe à la forme neutre ou adjectif en い + からには / からは";"約束したからには、その約束を守るべきだ。
Puisque tu as promis, tu dois tenir ta promesse。
わたしがここに来たからには、もう心配しなくていい。
Maintenant que je suis là, tu n’as plus à t’inquiéter。";;;;
N2;からすると / からすれば / からして;〜からすると : à en juger par ~ / du point de vue de ~;"Peut se traduire par : à en juger par ~, du point de vue de ~, compte tenu de ~
Exprime une interprétation, une déduction ou un jugement fondé sur des signes, des indices ou une position d’observation";Nom + からすると / からすれば / からして;"この空模様からすると、雨になりそうだ。
À en juger par ce ciel, il va probablement pleuvoir。
その事実は科学の観点からすれば非常に重要だ。
Ce fait est très important d’un point de vue scientifique。
この証拠からして、当然彼女は無実だということになる。
Avec ces preuves, il est évident qu’elle est innocente。";;;;
N2;からといって;〜からといって : ce n’est pas parce que ~ que ~;"Peut se traduire par : même si ~ / ce n’est pas parce que ~ que ~
Utilisé pour réfuter un lien logique entre deux événements ou idées ; introduit souvent un jugement ou un rejet de justification";Verbe à la forme neutre + からといって;"法律を知らないからといって許されるわけではない。
Ce n’est pas parce qu’on ignore la loi qu’on est excusé。
彼女が貧しいからといって不正直とは限らない。
Ce n’est pas parce qu’elle est pauvre qu’elle est malhonnête。";;;;
N2;からこそ;〜からこそ : précisément parce que ~ / justement parce que ~;"Peut se traduire par : c’est précisément parce que ~ (et non malgré)
Utilisé pour insister sur une cause importante ou valorisée ; structure emphatique qui donne du poids à la cause évoquée";Verbe à la forme neutre + からこそ;"あなたが手伝ってくれたからこそ、早く終わった。
C’est précisément parce que tu m’as aidé que j’ai pu finir vite。
彼には欠点があるからこそ魅力的だ。
C’est justement ses défauts qui le rendent attachant。";;;;
N2;きがする;気がする (きがする) : avoir l’impression que ~;"Peut se traduire par : avoir le sentiment que ~ / il me semble que ~
Exprime une intuition, une impression ou un ressenti subjectif, souvent utilisé avec ような";Verbe à la forme neutre + 気がする / ような気がする;"彼がその秘密を知っている気がする。
J’ai l’impression qu’il connaît ce secret。
雨が降るような気がする。
Je sens qu’il va pleuvoir。
分かった気がする。
Je crois avoir compris。";;;;
N2;きり;〜きり : seulement ~, juste ~, ne faire que ~;"Peut se traduire par : juste ~, ne faire que ~
Exprime que quelque chose se limite à une unique fois, une unique action ou un petit nombre
Souvent utilisé avec des chiffres, ou avec expressions comme 二人きり (juste deux personnes)";"Verbe à la forme neutre (passé ou présent) + きり
Nom + きり";"今朝コーヒーを飲んだきりで何も食べてない。
Ce matin, j’ai juste bu un café, rien d’autre。
彼女は赤ん坊と二人きりだった。
Elle était seule avec son bébé。";;;;
N2;っけ;〜っけ : expression de rappel ou de doute;"Utilisé à l’oral en fin de phrase pour :
1) marquer qu’on vient de se rappeler quelque chose
2) demander confirmation d’un souvenir incertain
Souvent accompagné d’un temps passé même pour des faits actuels";"Verbe au passé neutre (-た) + っけ
Adjectif ou nom (souvent au passé) + っけ";"今日は何曜日だっけ？
C’est quel jour aujourd’hui déjà？
そうだ。今日はお母さんの誕生日だっけ。
Ah oui, c’est aujourd’hui l’anniversaire de maman。
趣味は何でしたっけ？
C’était quoi ton passe-temps déjà？";;;;
N2;ことだ;〜ことだ : il faut ~, tu devrais ~ (conseil ou instruction);"Exprime une recommandation ou un conseil, souvent donné par un supérieur ou dans un contexte éducatif/formel
Utilisé également dans des manuels, règlements ou consignes";Verbe à la forme neutre (affirmatif ou négatif) + ことだ;"海外に住む間は両親に時々連絡することだ。
Il faut contacter ses parents de temps en temps quand on vit à l’étranger。
無理をしないことだ。
Ne force pas trop。
早く寝ることだよ。
Tu devrais te coucher tôt。";;;;
N2;ことだから;〜ことだから : étant donné ~ (personne ou chose typique);"Exprime une conjecture ou déduction basée sur une caractéristique bien connue d’une personne ou d’un groupe
Souvent utilisé avec des expressions comme 「彼のことだから」ou「子供のことだから」";Nom + の + ことだから;"彼女のことだから、パーティーにきっと来るよ。
Vu comme elle est, elle viendra sûrement à la fête。
子供のことだから、こんな難しい話は分からないよ。
Comme ce sont des enfants, ils ne comprendront pas un discours aussi compliqué。";;;;
N2;ことはない;〜ことはない : ce n’est pas nécessaire de ~ / pas besoin de ~;"Exprime qu’il n’est pas nécessaire de faire quelque chose, souvent pour rassurer ou relativiser
Semblable à : ~必要はない";Verbe à la forme neutre + ことはない;"時間はまだあるから、そんなに急ぐことはない。
Il nous reste du temps, pas besoin de se presser。
心配することはないよ。
Il n’y a pas de raison de s’inquiéter。";;;;
N2;ことか;〜ことか : comme ~ ! / que ~ ! (exclamation);"Exprime une émotion intense — surprise, admiration, regret, etc.
Forme emphatique, souvent accompagnée d’un mot interrogatif comme なんと, どんなに, 何回, etc.
Courant dans l’écrit ou les discours emphatiques";"Verbe à la forme neutre / adjectif en い + ことか
Adjectif en な + な / だった + ことか";"この花はなんときれいなことか。
Comme ces fleurs sont magnifiques !
彼女はどれだけ努力したことか。
Comme elle a dû faire des efforts !
結婚したばかりの彼女はどれほど嬉しかったことか。
Elle était tellement heureuse juste après son mariage。";;;;
N2;ことなく;〜ことなく : sans ~, sans jamais ~;"Peut se traduire par : sans ~, sans même ~
Exprime que quelque chose se fait sans qu’une autre action se produise, avec une nuance formelle ou écrite
Fréquent dans des récits, descriptions ou articles formels";Verbe à la forme neutre + ことなく;"案内書を見ることなく遊園地に行った。
Ils sont allés au parc d’attractions sans consulter de guide。
ロボットは２４時間休むことなく働いている。
Le robot travaille sans interruption pendant 24 heures。";;;;
N2;ことには;〜ことには : ce qui est ~ c’est que ~ / à ma ~ (émotion);"Peut se traduire par : ce qui est ~, c’est que ~ / à mon ~ / quelle ~ !
Met en relief une émotion forte du locuteur au début d’une phrase (surprise, joie, tristesse…)
Ce qui suit exprime généralement le contexte de cette émotion";"Adjectif en い + ことに（は）
Adjectif en な + な / だった + ことに（は）
Verbe au passé (forme en た) + ことに（は）";"驚いたことに、彼女はその質問に答えられなかった。
À ma grande surprise, elle n’a pas pu répondre à la question。
嬉しいことに、４月から給料が上がるらしい。
Bonne nouvelle : mon salaire augmente en avril。
残念なことに、試験に落ちてしまった。
Malheureusement, j’ai échoué à l’examen。";;;;
N2;くらい / ぐらい / ほど;〜くらい / ぐらい / ほど : au point de ~ / environ ~ / pas autant que ~;"Peut se traduire par :
1. au point de ~ (degré ou intensité)
2. pas autant que ~ (comparaison)
3. ne serait-ce que ~ (minimisation)
4. plutôt que de ~ (préférence négative)
Les nuances varient selon la structure utilisée avec le mot";"1) Verbe à la forme neutre + くらい / ぐらい / ほど
2) Nom ou adjectif + ほど...はない
3) Nom / verbe + くらい / ぐらい
4) くらいなら + 方がいい / まし";"私達は市全体が見えるくらい高くまで登った。
Nous avons monté assez haut pour voir toute la ville。
彼ほど優しい人はいない。
Il n’y a pas de personne aussi gentille que lui。
そんなことくらい我慢しなさい。
Supporte au moins ça。
彼と結婚するくらいなら一生独身でいた方がいい。
Plutôt rester célibataire à vie que de l’épouser。";;;;
N2;まい;〜まい : ne (verbe) probablement pas / ne pas avoir l’intention de ~;"1) Supposition négative (probablement pas ~)
2) Détermination personnelle de ne pas faire quelque chose
Langage formel, souvent écrit ; する devient すまい, くる devient こまい";"Verbe à la forme neutre + まい
する ⇒ すまい / 来る ⇒ こまい";"彼女はそんなことは言うまい。
Elle ne dira probablement pas une chose pareille。
もう彼には会うまいと決めた。
J’ai décidé de ne plus jamais le revoir。
こんなまずい店には二度と来るまい。
Je ne reviendrai plus jamais dans un restaurant aussi mauvais。";;;;
N2;まいか;〜まいか : ne (verbe) pas ? / et si on ne ~ ?;"Forme interrogative ou délibérative de 〜まい
1) Utilisé pour exprimer l’hésitation ou le doute (devrais-je ou non ?)
2) Peut aussi refléter un fort refus ou déni (forme rhétorique)";"Verbe à la forme neutre + まいか
する ⇒ すまいか / 来る ⇒ こまいか";"彼は本当にそんなことを言ったのだろうか。言うまいか。
L’a-t-il vraiment dit ? Peut-être pas。
彼に会おうか会うまいか迷っている。
J’hésite à aller le voir ou non。";;;;
N2;まいか;〜まいか : ne (verbe) pas ? / et si on ne ~ ?;"Forme interrogative ou délibérative de 〜まい
1) Utilisé pour exprimer l’hésitation ou le doute (devrais-je ou non ?)
2) Peut aussi refléter un fort refus ou déni (forme rhétorique)";"Verbe à la forme neutre + まいか
する ⇒ すまいか / 来る ⇒ こまいか";"彼は本当にそんなことを言ったのだろうか。言うまいか。
L’a-t-il vraiment dit ? Peut-être pas。
""まで";〜まで : jusqu’à ~ / même ~ (extrême);"1) Peut désigner une limite spatiale ou temporelle
2) Exprime aussi une extension extrême (jusqu’à ce point inattendu)
Utilisé aussi pour marquer des cas hors norme ou exagérés";Nom + まで;"彼は手紙を書くために紙まで手作りした。
Il est allé jusqu’à fabriquer lui-même le papier pour écrire sa lettre。
彼女は髪の先まで美しい。
Elle est belle jusqu’au bout des cheveux。"
N2;までに;〜までに : d’ici à ~ / avant ~;"Indique la date ou le moment limite pour effectuer une action
Souligne un point terminal dans le temps (à faire avant ce moment-là)";"Nom + までに
Verbe à la forme neutre + までに";"来週の月曜日までにレポートを出してください。
Remettez le rapport avant lundi prochain。
午後６時までに帰らなければならない。
Je dois rentrer avant 18 heures。";;;;
N2;までもなく;〜までもなく : pas besoin de ~ / inutile de ~;"Peut se traduire par : inutile de ~ / pas la peine de ~
Utilisé pour dire qu’il est évident ou superflu de faire quelque chose
Souvent utilisé avec 言う + までもなく (inutile de dire que)";Verbe à la forme neutre + までもなく / までもない;"説明するまでもなく、彼が悪いと分かる。
Pas besoin d’expliquer, on voit bien qu’il est fautif。
言うまでもなく、健康が大事だ。
Inutile de dire que la santé est importante。";;;;
N2;みたいな / みたいに / みたいだ;〜みたい : on dirait que ~ / comme ~ / ressemble à ~;"Forme familière utilisée pour indiquer :
1) Une ressemblance ou comparaison
2) Une impression (semblable à ようだ)
Courant à l’oral ou dans le langage non soutenu";Nom / verbe / adjectif en neutre + みたい(だ / な / に);"あの人は芸能人みたいだね。
Cette personne a l’air d’une célébrité。
犬みたいに走ってきた。
Il a couru comme un chien。
春みたいな陽気ですね。
Il fait doux comme au printemps。";;;;
N2;むけだ;〜向けだ : destiné à ~ / à l’attention de ~;"Exprime que quelque chose est conçu ou prévu spécifiquement pour un public ou un usage donné
Souvent utilisé dans un contexte commercial ou de communication ciblée";Nom + 向け(だ / の / に);"この番組は子供向けだ。
Cette émission est destinée aux enfants。
""にかけては";〜にかけては : quand il s’agit de ~, en matière de ~ (spécialité);"Peut se traduire par : en ce qui concerne ~, quand il s’agit de ~
Souligne l’excellence ou la compétence particulière de quelqu’un dans un domaine spécifique
Souvent utilisé avec des expressions de compétence ou d’habileté";Nom + にかけては;"料理にかけては、彼女の右に出る者はいない。
Quand il s’agit de cuisine, personne ne l’égale。
彼は数学にかけてはクラスで一番だ。
Il est le meilleur de la classe en mathématiques。"
